article_id,date,category,author,title,content,viral
96761,2016-03-29,rec.autos,Author_28,"I would also be interested in finding out about the '94 Talon,","I would also be interested in finding out about the '94 Talon, and I suspect that many other people would be interested too, so let's get some responses on the net. The question again: Does anyone have any info on the 1994 Eagle Talon / Mitsubishi Eclipse / Plymouth Laser? I know that the old Talon was based on the Mitsubishi Galant, and that in Japan, a 240 hp twin-turbo V6 1994 Galant has been released. So anyway, any info on the '94 Talon would be appreciated....",1
85066,2015-04-26,rec.autos,Author_8,"In the EC, the Corrado VR6 is rated as 'best handling car","In the EC, the Corrado VR6 is rated as 'best handling car this side of a 968'. As it goes, I just read an article in 'Autocar & Motor' comparing the VR6 to a Ford Probe (later to be launched in the UK).... The VR6 is more powerful (even more so coz its 2.9 instead of 2.8 in the EC) and more fun to drive etc etc... but the Probe has a slightly smoother engine (thanx Mazda MX6!)......",1
74542,2015-06-18,rec.autos,Author_9,This really bugs me. The emissions of diesels are the cleanest of,"This really bugs me. The emissions of diesels are the cleanest of any vechicle, but they are considered so polluting that they are banned in passenger cars in California. What a bunch of crap. Diesel is the fuel of choice for enviromental benefit in Europe while here it's illegal for the same reason. The particulates are nothing but carbon. They are just an annoyance at worst. Nothing beats the diesel cycle for efficiency and emissions, torque or engine durability. It's also cheaper....",1
65518,2016-03-01,rec.autos,Author_45,"Say, you bought your Saturn at $13k, with a dealer profit of","Say, you bought your Saturn at $13k, with a dealer profit of $2k. If the dealer profit is $1000, then you would only be paying $12k for the same car. So isn't that saving money? Moreover, if Saturn really does reduce the dealer profit margin by $1000, then their cars will be even better deals. Say, if the price of a Saturn was already $1000 below market average for the class of cars, then after they reduce the dealer profit, it would be $2000 below market average. It will: 1) Attract even more people to buy Saturns because it would...",1
17035,2016-04-26,rec.autos,Author_41,"who cares about typos of these meaningless, synthetic names? if the cars","who cares about typos of these meaningless, synthetic names? if the cars were named after a person, e.g. honda, i'd be more respectful. wrong! the GS300 and SC300 use straight sixes, while the ES300 uses a V6. only a giant like toyota can afford to have both a V6 and inline 6 in its lineup, but that won't last for long....",1
48722,2015-04-18,talk.politics.mideast,Author_27,Proven? Maybe not. But it can certainly be verified beyond a reasonable,Proven? Maybe not. But it can certainly be verified beyond a reasonable doubt. This statement and statements like it are a matter of public record. Before the Six Day War (1967) I think Nasser and some other Arab leaders were broadcasting these statements on Arab radio. You might want to check out some old newspapers Ahmed. I think if you take a look at the Hamas covenant (written in 1988) you might get a different impression. I have the convenant in the original arabic with a translation that I've verified with Arabic speakers. The document is rife with calls to...,0
24945,2016-04-08,rec.autos,Author_7,"hmmmm.. not sure, since no such beast exists.. i can tell you","hmmmm.. not sure, since no such beast exists.. i can tell you another though.. you won't catch me dead in a GMC Syclone or Typhoon either, 1000 bhp or not.. not even the fact that Clint Eastwood has one. just my taste, no rational reasons for it. CAR just tested the S4 wagon with 5 banger and 6 speed manual. Rave review except for Servotronic.. Audi is trying to recoup the development costs for the V8, and since the V8 is not selling well, they are sticking it into the 100 series cars.. Neat marketing trick, eh? yeah, a 100...",1
75771,2016-06-27,talk.politics.mideast,Author_18,Please cite specific examples where an Arab party member was rejected while,"Please cite specific examples where an Arab party member was rejected while a Jewish party member was accepted. If you examine these I am sure you will discover that the Arab party member did not have the power base that his Jewish counterpart had. The party structure in Israel has changed quite a bit insofar as knesset member elections go. Knesset members for most parties are now elected via primaries. The top standing members end up with cabinet posts. This is purely a political power issue. Check the ranking of Arab labor party members, as opposed to Jewsih members and...",0
25389,2015-11-15,talk.politics.mideast,Author_41,It's all my fault. I am in violation of one of my,"It's all my fault. I am in violation of one of my own rules: ""Avoid FollowingUp to a Barf posting."" Those damned, spiking Israelists, right, Barfling? ""Trained Seals""? You mean the ones that flap their flippers making ""Arf, Arf! Arf, Arf!"" sounds? In your own diseased mind, you now seem to believe that tax exemption is equivalent to government funding. Holy Shit, Batman! The US government is now one of the major supporters of the Catholic Church -- in violation of the rules of separation of Church and State! Quick, Bill! Commandeer all the churches and give them to the...",0
68947,2015-02-03,talk.politics.mideast,Author_17,Are you related to 'Arromdian' of ASALA/SDPA/ARF Terrorism and Revisionism Triangle? Ditto.,"Are you related to 'Arromdian' of ASALA/SDPA/ARF Terrorism and Revisionism Triangle? Ditto. HELSINKI WATCH: ""PROBLEMS OF TURKS IN WESTERN THRACE CONTINUE"" Ankara (A.A) In a 15-page report of the ""Helsinki Watch"" it is stated that the Turkish minority in Western Thrace is still faced with problems and stipulated that the discriminatory policy being implemented by the Greek Government be brought to an end. The report on Western Thrace emphasized that the Greek government should grant social and political rights to all the members of minorities that are equal to those enjoyed by Greek citizens and in addition they must recognize...",0
93634,2016-05-26,talk.politics.mideast,Author_39,"From: Kayhan Havai # 1026 -------------------------- o Dr. Namaki, deputy minister of","From: Kayhan Havai # 1026 -------------------------- o Dr. Namaki, deputy minister of health stated that infant mortality (under one year old) in Iran went down from 120 per thousand before the revolution to 33 per thousand at the end of 1371 (last month). o Dr Namaki also stated that before the revolution only 254f children received vaccinations to protect them from various deseases but this figure reached 93at the end of 1371. o Dr. Malekzadeh, the minister of health mentioned that the population growth rate in Iran at the end of 1371 went below 2.7 o During the visit of...",0
37869,2015-11-19,talk.politics.mideast,Author_42,"How quaint of you to point this out, and then to completely","How quaint of you to point this out, and then to completely ignore all of the blatant lies you've trotted out. The scenario and genocide staged by the Armenians 78 years ago in Eastern Anatolia and x-Soviet Armenia is being reenacted again - this time in Azerbaijan. There are remarkable similarities between the plots, the perpetrators, and the underdogs. Remember, in article <2BAC262D.25249@news.service.uci.edu>, you have blatantly lied and still have not corrected yourself. I'll let the rest of the net judge this on its own merits. Source: 'The Sunday Times,' 1 March 1992 (a British Weekly, written by Thomas Goltz,...",0
59958,2016-11-18,talk.politics.mideast,Author_34,This is nonsense. I lived in the Negev for many years and,"This is nonsense. I lived in the Negev for many years and I can say for sure that no Beduins were ""moved"" or harmed in any way. On the contrary, their standard of living has climbed sharply; many of them now live in rather nice, permanent houses, and own cars. There are quite a few Beduin students in the Ben-Gurion university. There are good, friendly relations between them and the rest of the population. All the Beduins I met would be rather surprised to read Mr. Davidson's poster, I have to say....",0
36651,2015-09-19,rec.autos,Author_22,"I have $30,000 as my budget. I'm looking for a sports or","I have $30,000 as my budget. I'm looking for a sports or GT car. What do you think would be the best buy? (I'm looking for specific models) Thanks, Danny --...",1
29360,2015-01-23,rec.autos,Author_38,-- Are the any Opel GT's out there? I'm wondering if there,"-- Are the any Opel GT's out there? I'm wondering if there are enough to starting a mail list... ---------------------------------------------------------------------------- Matthew R. Singer MIT Lincoln Laboratory (617) 981-3771 244 Wood Street singer@ll.mit.edu Lexington, MA 02173...",1
23410,2016-08-21,talk.politics.mideast,Author_1,"Contrary to what the ""Protocols of Zion crowd"" might suggest, Judaism does","Contrary to what the ""Protocols of Zion crowd"" might suggest, Judaism does not have any such goals. The question you ask is complicated and deserves an honest answer. I am going to provide one from my own current perspective, not a historical one. Currently, as a non-observant jew/Israeli/American, my own feeling is that Jews from the diaspora do not have a greater right in Palestine or Israel, than the palestinians or Israelis (both arab and jew) do. With regard to Jewish Israelis, they should have the same rights in Israel as do all other Israelis. Who are them? If by...",0
28726,2016-04-14,talk.politics.mideast,Author_17,> Lines: 13 > NNTP-Posting-Host: yfn.ysu.edu > > > > >Our little,"> Lines: 13 > NNTP-Posting-Host: yfn.ysu.edu > > > > >Our little Goebbels, to those who forgot, is talking about an alleged > >""infection"" of ""fine Egyptian men"", by a ""Mossad agent caught spying > >with her father in Egypt"". As noted before, the women is a Muslim > >Israeli, she was not a spy, and she didn't infect anybody. > > The Jewish version of the story!! > > ""A Muslim Israeli."" I thought it is a Jewish State. > Hasn't it yet been defined up to this point? > This is a post from a hospital? The inmates...",0
64262,2016-07-08,talk.politics.mideast,Author_49,"Seems that you're more ""just misinformed"" than ""just wondering."" The comparison you're","Seems that you're more ""just misinformed"" than ""just wondering."" The comparison you're making is not just totally off base, but offensive to all sane people....",0
80282,2016-11-26,talk.politics.mideast,Author_22,You apparently think you are some sort of one-man judge and jury,"You apparently think you are some sort of one-man judge and jury who can declare ""total"" victory and then sit back and enjoy the applause. But you've picked the wrong topic if you think a few rigged ""quotations"" can sustain the legend and lie of the Deir Yassin ""massacre."" You have a lot to learn when it comes to historical methodology. At the most basic level, you should know that there is a big difference between weighing evidence fairly and merely finding ""quotations"" that support your preset opinions. If you have studied the history of Israel at all you must...",0
31544,2015-04-19,rec.autos,Author_29,"o Subaru Service Manuals ................................... $10.00 This is not a complete set,","o Subaru Service Manuals ................................... $10.00 This is not a complete set, but includes sections 4, 5 & 6 which cover MECHANICAL COMPONENTS (suspension, wheels & axles, steering, brakes, pedals & control cables, heater & ventilator, air conditioning), BODY (body & exterior, doors & windows, seats, seat belts, interior, instrument panel), and ELECTRICAL (engine electrical system, body electrical system, wiring diagram, and trouble-shooting). These are the genuine Subaru issue manuals. They are for model year 1986, but have plenty of good information that applies to other years as well. And, as long as I'm posting (end of car stuff), o...",1
45386,2016-06-16,talk.politics.mideast,Author_40,"In 1941, while the Jews were being assembled for their doom in","In 1941, while the Jews were being assembled for their doom in the Nazi concentration camps, the Nazi Armenians in Germany formed the first Armenian battalion to fight alongside the Nazis. In 1943, this battalion had grown into eight battalions of 20,000-strong under the command of Dro (the butcher) who is the architect of the cold-blooded genocide of 2.5 million Turks and Kurds between 1914-1920. An Armenian National Council was formed by the notorious Dashnak Party leaders in Berlin, which was recognized by the Nazis. Encouraged by this, the Armenians summarily formed a provisional government that endorsed and espoused fully...",0
30365,2015-07-28,talk.politics.mideast,Author_35,ac = In <9304202017@zuma.UUCP> sera@zuma.UUCP (Serdar Argic) pl = linden@positive.Eng.Sun.COM (Peter van,"ac = In <9304202017@zuma.UUCP> sera@zuma.UUCP (Serdar Argic) pl = linden@positive.Eng.Sun.COM (Peter van der Linden) pl: 1. So, did the Turks kill the Armenians? ac: So, did the Jews kill the Germans? ac: You even make Armenians laugh. ac: ""An appropriate analogy with the Jewish Holocaust might be the ac: systematic extermination of the entire Muslim population of ac: the independent republic of Armenia which consisted of at ac: least 30-40 percent of the population of that republic. The ac: memoirs of an Armenian army officer who participated in and ac: eye-witnessed these atrocities was published in the U.S. in ac:...",0
61773,2016-03-19,talk.politics.mideast,Author_32,There is something almost comical in the fact that Yigal Arens is,"There is something almost comical in the fact that Yigal Arens is important enough to have the ADL and G-d knows who else sifting through his garbage (which happens to be legal; you throw it out, it ain't yours any more). This brings to mind a few possibilities other than the ADL connection: - it is all in Arens' mind. - Bullock may have been working for Arens' friend in the PLO - Arens' father (or is it brother?) Moshe Arens (former Israeli Defense Minister) was spying on him. - Arens hired Bullock to spy on him to get attention....",0
32527,2015-11-29,talk.politics.mideast,Author_40,"It would be nice if, as you rightly point out the inherent","It would be nice if, as you rightly point out the inherent value of freedom of speech, discussion would also deal with the all-to- frequent ritualized abuses and distortions of that freedom that do occur. There are situations where a few extremely vocal, and usually radical, people **do** drive people away, effectively stifle all other (""opposing"") views and generally ""take over"". *Clearly*, the purpose behind such actions is *to deprive* others of *their* freedom of speech through overt and covert coercion and domination of the ""media form"" in question. While ""freedom"" of speech is to be valued, this is not....",0
74738,2016-06-20,rec.autos,Author_9,Diesels fall into the same emissions mythology as alcohol fuels. The main,"Diesels fall into the same emissions mythology as alcohol fuels. The main reason they are considered ""cleaner"" is because they are better at the emissions we actually measure and regulate. But they also contribute additional emissions which have long been determined to be as harmful, but no suitable control or limits have been defined. Current evidence is pointing to most visible smog actually being diesel emissions and suspended particles and less of a photo-chemical reaction. Diesel particulates are now becoming a major concern in decreased lung capacity. And alcohols emit signifcantly more aldehydes (a known carcinigen) than gasoline. The evidence...",1
44688,2016-08-13,rec.autos,Author_42,Does that mean that they're gonna bring back the Biscayne and Bel,Does that mean that they're gonna bring back the Biscayne and Bel Air?...,1
53540,2015-07-03,talk.politics.mideast,Author_27,Muslims helping the Nazis??? Where on earth do you come up with,"Muslims helping the Nazis??? Where on earth do you come up with such accuusation?? Do you have proofs?? If not, you should publically apologize for such a statement. Last time I heard, the nazis prided themselves in needing no body to carry their politics and ideologies. And if your statment were true, don't you think Israel would of used it to point to what a Muslim neighbor (PALESTINE) could do to them if they allowed it to be? The jewish lobby and power is very strong, and if what you said is true, we would of heard it from them...",0
23434,2015-05-23,rec.autos,Author_44,"Hi there, maybe you can help me... I have an '88 Corolla","Hi there, maybe you can help me... I have an '88 Corolla with a 5 speed as the subject line says. The gearbox seems excessivly clunky. I used to have an '85 Corolla, and it was also somewhat clunky, but it had 30,000 more miles on it, and it wasn't nearly as bad as this car! Is there fluid in the 5speed case? If there is, could it just be low, or in need of a change? As I recall, only the autos have fluid. Or am I just mistaken? Please no flames for owning an import. I also have...",1
28098,2015-03-05,talk.politics.mideast,Author_34,There are many neutral human rights organizations which always report on the,"There are many neutral human rights organizations which always report on the situation in the O.T. But, as most people used to see on TV, the Israelis do not allow them to go deep there in the O.T. The Israelis used to arrest and sometimes to kill some of these neutral reporters. So, this is another kind of terrorism committed by the Jews in Palestine. They do not allow fair and neutral coverage of the situation in Palestine....",0
17086,2016-02-28,rec.autos,Author_10,: : >: > HELP!!! : >: > my wife has informed,": : >: > HELP!!! : >: > my wife has informed me that she wants a convertible for her next car. : >: FYI, just last week the PBS show Motor Week gave the results of what they : >: thought were the best cars for '93. In the convertible category, the : ~~~~~~~~~~~~~~~~~~~ (snip, snip) : Does Porsche have a patent on the ""targa"" name? : I mean, convertible to me means ""top down"", which the del Sol certainly : does NOT do. It has the center that lifts out. This is what i would : term a...",1
44634,2016-07-23,rec.autos,Author_9,... ... Some other owners on the ford-probe@world.std.com mailing list have commented,"... ... Some other owners on the ford-probe@world.std.com mailing list have commented about this problem, but I haven't seen it happen on my 3 month old '93 Probe GT. I think this may be something that Ford has corrected since the initial batch of cars. Also, someone said that Ford has issued a service bulletin to inform dealers about how to correct this problem, so you may be able to get your dealer to fix it. Haven't seen any of these problems, nor have I seen these mentioned on the mailing list, so these might just be having bad luck...",1
11238,2016-10-14,rec.autos,Author_45,There was an article in Business week not more the 4 weeks,There was an article in Business week not more the 4 weeks ago on this very subject. IN fact the Volvo 850 was one of the cars they laid out an example for....,1
21847,2016-12-06,rec.autos,Author_19,The answer to your question is...sort of. Volkswagen had a much less,"The answer to your question is...sort of. Volkswagen had a much less robust version of this army vehicle out in the early '70's (or thereabouts). It was called the Volskwagen Thing, and was, of course, a convertible. I havent seen many around then or now. Good luck... -Mik...",1
54587,2016-10-18,rec.autos,Author_8,"While your 0-60 time is consistent with most car magazines and reports,","While your 0-60 time is consistent with most car magazines and reports, I saw the PBS MotorWeek show clock a 5-speed SL2 at 7.9 seconds. I'm sure that most SL2 owners will be VERY lucky to get this speed, but 7.9 seconds is still astonishingly fast for a small 4-door. A new Civic EX runs about 8.2 seconds 0-60, if I'm not mistaken. Most cars in this class are lucky to be in the 9-second range....",1
27961,2015-02-09,rec.autos,Author_46,I'd like to hear stories on experiences with the Hyundai Sonata. I,"I'd like to hear stories on experiences with the Hyundai Sonata. I know Consumer Reports has trashed them but the people I know that have them swear by them. They also haven't had the problems with them that Consumer Reports claims. I haven't driven one yet. I have driven a '93 Hyundai Elantra (which Consumer Reports also trashed) and was very impressed with it. The local Hyundai dealership (""no-haggle"" policy) is offering an Elantra GLS w/ power moonroof for $13163. They also have a Sonata base, w/ Sunroof for $13997. I know my preference is for a Sonata GLS w/...",1
46670,2015-03-31,rec.autos,Author_25,Just to clear things up (as to why I posted the question,"Just to clear things up (as to why I posted the question that way)... I was debating with a co-worker about diesels. I claimed they were cleaner-burning than gas engines. He said the extra ""junk"" put out by them was offset by the savings in greenhouse gasses. I made all the SAME claims you did. But, one question of his was what about the carbon? I said it was harmless, but he wanted to know how to get rid of it. I suggested scrubbers. (I figured it would be no harder or more expensive to install than ""cats"".) Does there...",1
93032,2016-03-20,rec.autos,Author_28,"Car and Driver rated the 325is (1988) at 7.2 0-60 , 1/4","Car and Driver rated the 325is (1988) at 7.2 0-60 , 1/4 at 15.2 (after 30k miles) last time I checked 8#}. Automobile magazine rated new 325is 1/4 mile@16.2. Gee , aint quotiin funner than the dickens! Sounds like we need a race. I'll let you have the newer version. Can someone out there lend me a 1988 325is for a day 8-]. I wont hurt it, I promise....",1
25704,2016-05-27,talk.politics.mideast,Author_44,It is all so changed by now. but in case any of,"It is all so changed by now. but in case any of you is interested in what I actually said, I never compared the Israeli treatment of the palestinians with the Holocaust. Anyway that is the truth if it matters. I was about to forget about it myself since everyone started calling me anti-semitic for making the comparison that I never made. What I did say was that the Nazis didn't start with the Holocaust and their initial actions were similar to what the Israelis are doing now. The Jews that were stranded on the polish border since no country...",0
93238,2015-07-21,rec.autos,Author_36,I guess that makes Altima the most generic car in the US.,I guess that makes Altima the most generic car in the US....,1
21101,2016-02-02,talk.politics.mideast,Author_47,I understand how israel captured the teritory and feels that it is,I understand how israel captured the teritory and feels that it is its right to annex it. I can't fully understand why it has to deal with palestinians much the same way jews were treated before the holocaust (the Final Solution) by Hitler. What I totally don't get is why the U.S. has to subsidize the existance of such a thorough abuser of human rights. Just wondering...,0
16019,2016-06-12,talk.politics.mideast,Author_26,"Source: ""Men Are Like That"" by Leonard Ramsden Hartill. The Bobbs-Merrill Company,","Source: ""Men Are Like That"" by Leonard Ramsden Hartill. The Bobbs-Merrill Company, Indianapolis (1926). (305 pages). (Memoirs of an Armenian officer who participated in the genocide of 2.5 million Muslim people) p. 193. ""Their [Muslim] villages were destroyed and they themselves were slain or driven out of the country."" p. 218. ""We Armenians did not spare the Tartars. If persisted in, the slaughtering of prisoners, the looting, and the rape and massacre of the helpless become commonplace actions expected and accepted as a matter of course. I have been on the scenes of massacres where the dead lay on the...",0
82628,2016-02-24,talk.politics.mideast,Author_47,And now he is posting lies about Benjamin Franklin in talk.politics.misc. Seems,And now he is posting lies about Benjamin Franklin in talk.politics.misc. Seems our Mr. Salah will stoop to any level (or is that *climb*) to spread his hate....,0
16377,2015-12-28,rec.autos,Author_4,"Yeah, but I hate to follow them with the exhaust at ground","Yeah, but I hate to follow them with the exhaust at ground level. Not all diesels are well maintained, either, it seems they run for so long that people keep them going long after the top end is worn out....",1
28367,2015-02-27,talk.politics.mideast,Author_33,"[ ... Mr. Mamaysky's proposal to forbid ""any action which serves to","[ ... Mr. Mamaysky's proposal to forbid ""any action which serves to promote a morally incorrect action"" omitted for brevity ...] I prefer the freedom granted in the first amendment of the US Constitution to an arbitrary definition of ""universal morality."" Steve P.S. I can elaborate in e-mail if this isn't clear P.P.S. I'm very sorry about misspelling your name...",0
60604,2016-01-26,rec.autos,Author_43,"Depending on how you plan to use your SUV, I might recommend","Depending on how you plan to use your SUV, I might recommend also browsing Trailer Boats and one or more of those Pickup, Shotgun, and 4WD magazines. The car rags mostly seem to consider recently graded pea gravel to be offroading and ten sacks of redwood chips to be a bedload. Considering that most of these SUVs seem to be used mostly as robust station wagons, that's probably not a bad approach, but if your applications are more demanding, pick your information sources accordingly. Of the three vehicles on your short list (Explorer, 4Runner, Pathfinder), I'd recommend the 4Runner as...",1
51365,2015-02-12,talk.politics.mideast,Author_20,I only want to say that I agree with Noam on this,I only want to say that I agree with Noam on this point and I hope that all sides stop targeting civilians....,0
93746,2015-11-03,talk.politics.mideast,Author_28,Does anyone have a reference to the claim that the Arabs in,"Does anyone have a reference to the claim that the Arabs in the Moghrabi district were ""squatters""? I haven't seen this in the books I have read. I haven't seen the opposite, either......",0
68743,2016-05-17,rec.autos,Author_2,So after I've flashed my lights at the chap in front and,"So after I've flashed my lights at the chap in front and he doesn't 'pass it on' (and few if any do), what next? On major highways, 3 or more lanes in each direction, keeping to the extreme right blocks folks who are entering. Also, as someone posted in this thread, here in the D.C. area we have a few left lane exits (sounds like 66). If you wait until the last minute to get in the left lane you won't, cause these yoyos won't make room. We have a particularly bad strech here in Merryland just over the Cabin...",1
31178,2015-09-26,rec.autos,Author_48,"Oil Pressure, Oil Temperature Coolant Temperature Manifold Vacuum Ammeter, Voltmeter Fuel Pressure","Oil Pressure, Oil Temperature Coolant Temperature Manifold Vacuum Ammeter, Voltmeter Fuel Pressure [maybe] (Problematic, since you either need an electronic sensor/gauge pair or you have to mount the damn thing outside the car) In addition, it'd be nice to have a big red idiot light 'Check Guages' connected to Oil pressure, Oil Temp, Coolant Temp, Ammeter & Voltmeter. With heaps of guages, it's hard to look at them all all the time. In the case of oil pressure, for example, you want to know right away if your oil pump goes bad, unlike coolant temperature, a minute or two of...",1
24972,2016-08-24,talk.politics.mideast,Author_23,Ilyess sez: >So how would have *you* defended Saudi Arabia and rolled,"Ilyess sez: >So how would have *you* defended Saudi Arabia and rolled >back the Iraqi invasion, were you in charge of Saudi Arabia??? All Muslims knew that the whole thing was set up to destroy Iraq, not to ""Liberate Kuwait"", The people who were killed by the invasion are more (many many more), than the ones that were killed by the Iraqis in their smaller invasion. I lived in the west, and I have seen how your media prepared you (helpless naive Americans) for a war against ^^^^^^^^^^^^^^^^^^^^^ No doubt you plan on exploiting ""helpless naive Americans"" for your own...",0
96662,2016-08-26,rec.autos,Author_13,My whole point was not to say that the cars *couldn't* go,"My whole point was not to say that the cars *couldn't* go that fast, but that they *shouldn't* go that fast. A family sedan designed to be operable at 85mph doesn't suddenly become operable at 130mph because you added some plastic aero effects, slightly wider tires, and a much larger engine. That's what the SHO is -- a slightly modified family sedan with a powerful engine. They didn't even bother improving the *brakes.* The Mustang is essentially the same deal as the SHO -- a big power plant stuck in a mid-size sedan, with almost no other modifications. I have...",1
92213,2016-12-08,talk.politics.mideast,Author_16,massacre. Answer: a(1-1/2-1/4-1/11)=280 -> a = 1760,massacre. Answer: a(1-1/2-1/4-1/11)=280 -> a = 1760...,0
48558,2015-07-18,talk.politics.mideast,Author_29,"According to the 1990 Harvard Alumni Directory, Mr. O'Keefe failed to graduate.","According to the 1990 Harvard Alumni Directory, Mr. O'Keefe failed to graduate. You may decide for yourselves if he was indeed educated anywhere....",0
11658,2015-12-16,talk.politics.mideast,Author_27,"Davidian, who are fascists? Armenians in Azerbaijan are killing Azeri people, invading","Davidian, who are fascists? Armenians in Azerbaijan are killing Azeri people, invading Azeri soil and they are not fascists, because they lack food ha? Strange explanation. There is no excuse for this situation. Herkesi fasist diye damgala sonra, kendileri fasistligin alasini yapinca, ""ac kaldilar da, yiyecekleri yok amcasi, bu seferlik affedin"" de. Yurrruuu, yuru de plaka numarani alalim.........",0
53583,2016-08-18,talk.politics.mideast,Author_9,Never. I don't know whether anybody formulated and proposed such an index,"Never. I don't know whether anybody formulated and proposed such an index or criteria to determine the magnitude of a genocide as mentioned and advised by Toynbee. If one ever does you will easily see the magnitude of the crime of genocide committed by the Armenians, by massacring an alien population under their rule which constituted about 40% of their total population and they did it only within a time period of a little over two years in which they enjoyed having full control over this population. Now I would like to ask you: Is there any other genocide in...",0
33819,2016-04-17,rec.autos,Author_4,I came across this interesting information in my local public library while,"I came across this interesting information in my local public library while researching minivans. It is the dealer price and the retail price for a minivan I am thinking about purchasing. Someone told me that the number for base price was slightly lower than the current price, but this should still give you some idea about pricing and how much you can negotiate. Mercury Villager GS Dealer Retail Base Price $14688 16504 Air Conditioning 729 857 Rear Defroster 143 168 Calif. Emissions 87 102 7 Passenger Seating 282 332 AM/FM Radio (no cassette) STD STD Automatic Transmission STD STD Anti-lock...",1
30253,2016-08-24,rec.autos,Author_27,Anybody got any good/bad experience with selling their car through one of,"Anybody got any good/bad experience with selling their car through one of those car hunters? I'm selling a 1991 Dodge Stealth R/T and I was contacted by this company called the Markham group based out of Illinois. They said they have 7-10 buyers in my area interested in my car or they wouldn't be talking to me. They talked to me for a good 20 minutes asking everything about my car and said they could sell it no problem. They guaranteed that if they didn't sell my car in 75 days, I would get my money back ($389) and since...",1
16705,2016-02-15,talk.politics.mideast,Author_37,[all deleted...] Sam Zbib's posting is so confused and nonsensical as not,"[all deleted...] Sam Zbib's posting is so confused and nonsensical as not to warrant a reasoned response. We're getting used to this, too....",0
16826,2016-07-06,rec.autos,Author_23,"Hello all, I know that after market sunroofs may have left a","Hello all, I know that after market sunroofs may have left a bad taste in some of your mouths, but I am really interested in finding a ""good"" brand if one exists. Please let me know if you have heard of any makers with a good reputation (few failures, no leaks, that sort of thing) and whether or not you have had first hand experience with that manufacturer. Who is generally regarded in the industry as the ""best"" (price no object) maker of power sunroofs?? --Steve...",1
10800,2015-12-26,rec.autos,Author_12,you can say that again. how does $23 for a new thermostat,you can say that again. how does $23 for a new thermostat sound?...,1
42717,2015-10-13,rec.autos,Author_8,= = = = = = The only thing about the 300ZX,= = = = = = The only thing about the 300ZX turbo and new Supra is they're about $10K or more over his budget......,1
15965,2015-10-08,rec.autos,Author_4,Many cars sold here in Finland are *small* and *cheap* cars (at,Many cars sold here in Finland are *small* and *cheap* cars (at least when compared to other cars --- note that we have over 120 % car tax). And you couldn't expect a good auto mated to a 1.3 L engine?...,1
83137,2016-06-15,rec.autos,Author_38,"What do photo radar units look like? Also, what major U.S. cities","What do photo radar units look like? Also, what major U.S. cities use it?...",1
81568,2015-12-26,talk.politics.mideast,Author_25,"I don't know how to reach Serdar, but you might be able","I don't know how to reach Serdar, but you might be able to reach his sysadmin by email, phone, or snail-mail. Here is information from rs.internic.net: Ahmet Cosar (ANATOLIA-DOM) 1530 S. 6th St. Suite C705 Minneapolis, Minnesota, 55454 Domain Name: ANATOLIA.ORG Administrative Contact, Technical Contact, Zone Contact: Cosar, Ahmet (AC234) cosar@ANATOLIA.ORG 612-376-7873 And here is what ""finger cosar@umn.edu"" gets you: name: Ahmet Cosar-1 info: Last registered 1993 Winter Qtr Internet mailbox: cosa0001@student.tc.umn.edu other mailbox: PROFS: COSA0001@UMNTCML postal address: 1530 So 6th St Apt C705 Minneapolis MN 55454 surname: Cosar telephone: +1 612-376-7873 title: Grad userid: cosa0001 X.400 mailbox: /G=Ahmet/S=Cosar-1/OU=mail/O=tc/PRMD=umn.edu/ADMD= /C=us/...",0
89131,2015-12-19,rec.autos,Author_17,Before the S4 became the S4 it was called the 200 turbo,"Before the S4 became the S4 it was called the 200 turbo quattro 20v. This model did come in a wagon, a very quick wagon. Very rare also. Mike Sylvester Umass Being a satisfied Audi owner (-90 100 turbo quattro. my 4:th Audi) I get the free VAG magazine. The latest issue presented a new S4 Avant (wagon) with a 4.2 litre V8. I'd like one of these ;-) Btw, this is my second quattro and my third turbo and I must say that even in the summer, with dry roads, the quattros give so much extra in road holding...",1
47777,2016-05-22,rec.autos,Author_43,"While not exactly a service incident, I had a similar experience recently","While not exactly a service incident, I had a similar experience recently when I bought a new truck. I had picked out the vehicle I wanted and after a little haggling we agreed on a price. I wrote them a check for the down payment plus tax and license and told them I'd be back that evening to pick up the truck. When I returned, I had to wait about an hour before the finance guy could get to me. When I finally got in there, everything went smoothly until he started adding up the numbers. He then discovered that...",1
26334,2016-11-10,rec.autos,Author_47,I have a 86 chevy sprint with a/c and 4doors. It's odometer,"I have a 86 chevy sprint with a/c and 4doors. It's odometer turned 90k and the sensor light started blinking. I went to the dealer and he said it was a maintenance light saying I need to change the Oxygen sensor. He said, It is to be changed every 30k, but since I bought the car when it had 77k, I don't know if the same thing happened at 30k and 60k. He quoted $198 for the part and $50 to install it. The part cost $30 outside, but the mechanic I went to could not fix it saying the...",1
81186,2015-10-02,rec.autos,Author_24,"In addition to restricted mileage, many classic insurance carriers also require that","In addition to restricted mileage, many classic insurance carriers also require that the vehicle be garaged when not in use. $0.02 Ericy...",1
